1
1  40
 0.0000e+00	 5.3800e+00	 1.0000e+02	 1.0000e+00	;
 2.0396e+00	 5.3992e+00	 9.9644e+01	 1.0000e+00	;
 4.8052e+00	 5.4774e+00	 9.7075e+01	 1.0000e+00	;
 5.5028e+00	 5.5047e+00	 9.4976e+01	 1.0000e+00	;
 6.4440e+00	 5.5452e+00	 9.1829e+01	 1.0000e+00	;
 7.6229e+00	 5.6011e+00	 8.7623e+01	 1.0000e+00	;
 9.0333e+00	 5.6737e+00	 8.2292e+01	 1.0000e+00	;
 1.0665e+01	 5.7621e+00	 7.5853e+01	 1.0000e+00	;
 1.2511e+01	 5.8634e+00	 6.8455e+01	 1.0000e+00	;
 1.4557e+01	 5.9709e+00	 6.0547e+01	 1.0000e+00	;
 1.6793e+01	 6.0739e+00	 5.2981e+01	 1.0000e+00	;
 1.9206e+01	 6.1571e+00	 4.6662e+01	 1.0000e+00	;
 2.1779e+01	 6.2003e+00	 4.1772e+01	 1.0000e+00	;
 2.4498e+01	 6.1785e+00	 3.8184e+01	 1.0000e+00	;
 2.7348e+01	 6.0625e+00	 3.5588e+01	 1.0000e+00	;
 3.0309e+01	 5.8193e+00	 3.3985e+01	 1.0000e+00	;
 3.3366e+01	 5.4328e+00	 3.3440e+01	 1.0000e+00	;
 3.6499e+01	 5.0505e+00	 3.3049e+01	 1.0000e+00	;
 3.9690e+01	 4.7069e+00	 3.2538e+01	 1.0000e+00	;
 4.2919e+01	 4.3989e+00	 3.1939e+01	 1.0000e+00	;
 4.6168e+01	 4.1224e+00	 3.1292e+01	 1.0000e+00	;
 4.9416e+01	 3.8739e+00	 3.0633e+01	 1.0000e+00	;
 5.2644e+01	 3.6497e+00	 2.9993e+01	 1.0000e+00	;
 5.5833e+01	 3.4452e+00	 2.9413e+01	 1.0000e+00	;
 5.8964e+01	 3.2586e+00	 2.8893e+01	 1.0000e+00	;
 6.2018e+01	 3.0887e+00	 2.8425e+01	 1.0000e+00	;
 6.4977e+01	 2.9316e+00	 2.7970e+01	 1.0000e+00	;
 6.7822e+01	 2.7836e+00	 2.7513e+01	 1.0000e+00	;
 7.0537e+01	 2.6422e+00	 2.7095e+01	 1.0000e+00	;
 7.3106e+01	 2.5042e+00	 2.6768e+01	 1.0000e+00	;
 7.5512e+01	 2.3656e+00	 2.6592e+01	 1.0000e+00	;
 7.7742e+01	 2.2262e+00	 2.6592e+01	 1.0000e+00	;
 7.9782e+01	 2.0943e+00	 2.6592e+01	 1.0000e+00	;
 8.1621e+01	 1.9571e+00	 2.6592e+01	 1.0000e+00	;
 8.3246e+01	 1.8104e+00	 2.6592e+01	 1.0000e+00	;
 8.4648e+01	 1.6556e+00	 2.6592e+01	 1.0000e+00	;
 8.5820e+01	 1.4800e+00	 2.6592e+01	 1.0000e+00	;
 8.6753e+01	 1.2808e+00	 2.6592e+01	 1.0000e+00	;
 8.7443e+01	 1.0521e+00	 2.6592e+01	 1.0000e+00	;
 8.7579e+01	 7.7038e-01	 2.6592e+01	 1.0000e+00	;
