200
9.798994974874375430e-02 3.535516779879296911e-01
1.065326633165829540e-01 3.807338198530341167e-01
1.150753768844221536e-01 4.073321380773214373e-01
1.236180904522613533e-01 4.333466326607915420e-01
1.321608040201005529e-01 4.587773036034444862e-01
1.407035175879397526e-01 4.836241509052803256e-01
1.492462311557789523e-01 5.078871745662989490e-01
1.577889447236181519e-01 5.315663745865004675e-01
1.663316582914573516e-01 5.546617509658848810e-01
1.748743718592965513e-01 5.771733037044520787e-01
1.834170854271357509e-01 5.991010328022021714e-01
1.919597989949748396e-01 6.204449382591348261e-01
2.005025125628140392e-01 6.412050200752505980e-01
2.090452261306532389e-01 6.613812782505491539e-01
2.175879396984924385e-01 6.809737127850306049e-01
2.261306532663316382e-01 6.999823236786949510e-01
2.346733668341708379e-01 7.184071109315420811e-01
2.432160804020100375e-01 7.362480745435721063e-01
2.517587939698492372e-01 7.535052145147849156e-01
2.603015075376884369e-01 7.701785308451806200e-01
2.688442211055276365e-01 7.862680235347592195e-01
2.773869346733668362e-01 8.017736925835206030e-01
2.859296482412060358e-01 8.166955379914648816e-01
2.944723618090452355e-01 8.310335597585919443e-01
3.030150753768844352e-01 8.447877578849019020e-01
3.115577889447236348e-01 8.579581323703947549e-01
3.201005025125628345e-01 8.705446832150703917e-01
3.286432160804020342e-01 8.825474104189288127e-01
3.371859296482412338e-01 8.939663139819702398e-01
3.457286432160804335e-01 9.048013939041943399e-01
3.542713567839196331e-01 9.150526501856014461e-01
3.628140703517588328e-01 9.247200828261913363e-01
3.713567839195980325e-01 9.338036918259640107e-01
3.798994974874372321e-01 9.423034771849195801e-01
3.884422110552764318e-01 9.502194389030580446e-01
3.969849246231156314e-01 9.575515769803792931e-01
4.055276381909548311e-01 9.644696402167172167e-01
4.140703517587940308e-01 9.715642422048824667e-01
4.226130653266332304e-01 9.788858867200322944e-01
4.311557788944724301e-01 9.864345737621662558e-01
4.396984924623116298e-01 9.942103033312850169e-01
4.482412060301508294e-01 1.002213075427388134e+00
4.567839195979899181e-01 1.010442890050475606e+00
4.653266331658291177e-01 1.018899747200547434e+00
4.738693467336683174e-01 1.027583646877603840e+00
4.824120603015075170e-01 1.036494589081644602e+00
4.909547738693467167e-01 1.045632573812670163e+00
4.994974874371859164e-01 1.054997601070679858e+00
5.080402010050251160e-01 1.064589670855673909e+00
5.165829145728644267e-01 1.074408783167652759e+00
5.251256281407035154e-01 1.084454938006615743e+00
5.336683417085428260e-01 1.094728135372563527e+00
5.422110552763819147e-01 1.105228375265495222e+00
5.507537688442212254e-01 1.115955657685411939e+00
5.592964824120603140e-01 1.126909982632312790e+00
5.678391959798996247e-01 1.138091350106197996e+00
5.763819095477387133e-01 1.149499760107067781e+00
5.849246231155780240e-01 1.161135212634922143e+00
5.934673366834171127e-01 1.172997707689760638e+00
6.020100502512562013e-01 1.185087245271583711e+00
6.105527638190955120e-01 1.197403825380391584e+00
6.190954773869346006e-01 1.209947448016183369e+00
6.276381909547739113e-01 1.222718113178959953e+00
6.361809045226129999e-01 1.235715820868720671e+00
6.447236180904523106e-01 1.248940571085466189e+00
6.532663316582913993e-01 1.262392363829195840e+00
6.618090452261307099e-01 1.276071199099910292e+00
6.703517587939697986e-01 1.289977076897608876e+00
6.788944723618091093e-01 1.304109997222292261e+00
6.874371859296481979e-01 1.318469960073959779e+00
6.959798994974875086e-01 1.333056965452611875e+00
7.045226130653265972e-01 1.347871013358248327e+00
7.130653266331659079e-01 1.362912103790869356e+00
7.216080402010049966e-01 1.378180236750474519e+00
7.301507537688443072e-01 1.393675412237064704e+00
7.386934673366833959e-01 1.409397630250638578e+00
7.472361809045227066e-01 1.425346890791197696e+00
7.557788944723617952e-01 1.441523193858740504e+00
7.643216080402011059e-01 1.457926539453268333e+00
7.728643216080401945e-01 1.474556927574780296e+00
7.814070351758795052e-01 1.491414358223277059e+00
7.899497487437185939e-01 1.508498831398757734e+00
7.984924623115579045e-01 1.525810347101223652e+00
8.070351758793969932e-01 1.543348905330673038e+00
8.155778894472363039e-01 1.561114506087107667e+00
8.241206030150753925e-01 1.579107149370526431e+00
8.326633165829147032e-01 1.597326835180929772e+00
8.412060301507537918e-01 1.615773563518317246e+00
8.497487437185931025e-01 1.634447334382689521e+00
8.582914572864321912e-01 1.653348147774045707e+00
8.668341708542715018e-01 1.672476003692387136e+00
8.753768844221105905e-01 1.691830902137712478e+00
8.839195979899496791e-01 1.711412843110021953e+00
8.924623115577889898e-01 1.731221826609316450e+00
9.010050251256280784e-01 1.751257852635595080e+00
9.095477386934673891e-01 1.771520921188858511e+00
9.180904522613064778e-01 1.792011032269106074e+00
9.266331658291457885e-01 1.812728185876338438e+00
9.351758793969848771e-01 1.833672382010554935e+00
9.437185929648241878e-01 1.854843620671756232e+00
9.522613065326632764e-01 1.876241901859941219e+00
9.608040201005025871e-01 1.897867225575111449e+00
9.693467336683416757e-01 1.919719591817265592e+00
9.778894472361809864e-01 1.941799000586404755e+00
9.864321608040200751e-01 1.964105451882527609e+00
9.949748743718593857e-01 1.986638945705635706e+00
1.003517587939698474e+00 2.009399482055727937e+00
1.012060301507537785e+00 2.032387060932804523e+00
1.020603015075376874e+00 2.055601682336865466e+00
1.029145728643216184e+00 2.079043346267911208e+00
1.037688442211055273e+00 2.102712052725940861e+00
1.046231155778894584e+00 2.126607801710955314e+00
1.054773869346733672e+00 2.150730593222954123e+00
1.063316582914572983e+00 2.175080427261937288e+00
1.071859296482412072e+00 2.199657303827905253e+00
1.080402010050251382e+00 2.224461222920857573e+00
1.088944723618090471e+00 2.249492184540793804e+00
1.097487437185929782e+00 2.274750188687715280e+00
1.106030150753768870e+00 2.300235235361620667e+00
1.114572864321608181e+00 2.325947324562510854e+00
1.123115577889447270e+00 2.351886456290385397e+00
1.131658291457286580e+00 2.378052630545244295e+00
1.140201005025125669e+00 2.404445847327087549e+00
1.148743718592964758e+00 2.431066106635914714e+00
1.157286432160804068e+00 2.457913408471727568e+00
1.165829145728643157e+00 2.484987752834523445e+00
1.174371859296482468e+00 2.512289139724305009e+00
1.182914572864321556e+00 2.539817569141070486e+00
1.191457286432160867e+00 2.567573041084820762e+00
1.199999999999999956e+00 2.595555555555554950e+00
