200
-5.000000000000000000e-01 -3.000000000000000000e+00
-4.914572864321608003e-01 -2.931950203277694733e+00
-4.829145728643216007e-01 -2.864484230196207015e+00
-4.743718592964824010e-01 -2.797602080755536402e+00
-4.658291457286432014e-01 -2.731303754955682894e+00
-4.572864321608040017e-01 -2.665589252796646047e+00
-4.487437185929648020e-01 -2.600458574278427193e+00
-4.402010050251256024e-01 -2.535911719401025444e+00
-4.316582914572864027e-01 -2.471948688164439911e+00
-4.231155778894472030e-01 -2.408569480568671928e+00
-4.145728643216080034e-01 -2.345774096613721493e+00
-4.060301507537688592e-01 -2.283562536299588608e+00
-3.974874371859296596e-01 -2.221934799626271939e+00
-3.889447236180904599e-01 -2.160890886593772819e+00
-3.804020100502512602e-01 -2.100430797202090805e+00
-3.718592964824120606e-01 -2.040554531451225895e+00
-3.633165829145728609e-01 -1.981262089341178090e+00
-3.547738693467336613e-01 -1.922553470871947612e+00
-3.462311557788944616e-01 -1.864428676043534017e+00
-3.376884422110552619e-01 -1.806887704855937971e+00
-3.291457286432160623e-01 -1.749930557309158585e+00
-3.206030150753769181e-01 -1.693557233403197193e+00
-3.120603015075377185e-01 -1.637767733138052462e+00
-3.035175879396985188e-01 -1.582562056513724613e+00
-2.949748743718593191e-01 -1.527940203530213870e+00
-2.864321608040201195e-01 -1.473902174187520675e+00
-2.778894472361809198e-01 -1.420447968485644585e+00
-2.693467336683417201e-01 -1.367577586424585379e+00
-2.608040201005025205e-01 -1.315291028004343277e+00
-2.522613065326633208e-01 -1.263588293224918502e+00
-2.437185929648241212e-01 -1.212469382086311054e+00
-2.351758793969849215e-01 -1.161934294588520489e+00
-2.266331658291457218e-01 -1.111983030731547029e+00
-2.180904522613065222e-01 -1.062615590515390895e+00
-2.095477386934673225e-01 -1.013831973940052089e+00
-2.010050251256281229e-01 -9.656321810055300547e-01
-1.924623115577889232e-01 -9.180162117118252363e-01
-1.839195979899497235e-01 -8.709840660589377448e-01
-1.753768844221105239e-01 -8.245357440468674692e-01
-1.668341708542713242e-01 -7.786712456756140766e-01
-1.582914572864321245e-01 -7.333905709451778998e-01
-1.497487437185929804e-01 -6.886937198555592721e-01
-1.412060301507537807e-01 -6.445806924067575272e-01
-1.326633165829145811e-01 -6.010514885987727762e-01
-1.241206030150753814e-01 -5.581061084316053522e-01
-1.155778894472361817e-01 -5.157445519052549221e-01
-1.070351758793969821e-01 -4.739668190197217079e-01
-9.849246231155778242e-02 -4.327729097750056542e-01
-8.994974874371858276e-02 -3.921628241711067608e-01
-8.140703517587938309e-02 -3.521365622080249724e-01
-7.286432160804018343e-02 -3.126941238857604000e-01
-6.432160804020098377e-02 -2.738355092043129324e-01
-5.577889447236178411e-02 -2.355607181636826253e-01
-4.723618090452258445e-02 -1.978697507638694508e-01
-3.869346733668338478e-02 -1.607626070048734923e-01
-3.015075376884418512e-02 -1.242392868866946248e-01
-2.160804020100504097e-02 -8.829979040933316758e-02
-1.306532663316584131e-02 -5.294411757278862096e-02
-4.522613065326641646e-03 -1.817226837706122089e-02
4.020100502512558016e-03 1.601575717784902569e-02
1.256281407035175768e-02 4.961995909194211879e-02
2.110552763819095734e-02 8.264033736521805840e-02
2.964824120603015700e-02 1.150768919976768445e-01
3.819095477386935666e-02 1.469296229893184980e-01
4.673366834170855633e-02 1.781985303401429632e-01
5.527638190954775599e-02 2.088836140501503236e-01
6.381909547738695565e-02 2.389848741193404957e-01
7.236180904522615531e-02 2.685023105477135075e-01
8.090452261306535497e-02 2.974359233352694143e-01
8.944723618090455464e-02 3.257857124820081607e-01
