1 number of sets
#1
$1  51
0.000000000000000000e+00 1.237051374068689029e+03 -4.281596510430253980e-03 -3.575332429805935710e-03 1.860059764228559231e+00 1.800145078832171119e+00 -2.946717173120062296e-03 -9.647178754162969230e-03 1.261237767420000076e+10 2.526806621369999886e+09 5.305659712206245437e+00 5.231830453050995366e+00 1.175170442857275610e+01 5.452144532830000001e-01 7.039023117699999554e-01 1.466576335380867180e+00 0.000000000000000000e+00 -4.962713027330961819e-03 -3.293904397111046146e-03
2.055075936502891221e+00 1.239268969106685063e+03 -5.551684676692688301e-03 -3.718342385081655713e-03 1.860798337655284351e+00 1.799887310847135824e+00 -3.649111094938449484e-03 -9.791643471291839804e-03 1.264187641729999924e+10 2.527648248869999886e+09 5.319264057188606287e+00 5.228627282355218675e+00 1.175728901942774840e+01 5.456707508729999878e-01 7.029698211820000209e-01 1.467755923917649641e+00 0.000000000000000000e+00 -6.396975481279513695e-03 -3.364868019256331798e-03
3.816432653458559976e+00 1.250837584631158734e+03 -1.199077613003098584e-02 -5.810051670870522433e-03 1.855581347194005915e+00 1.794620614174847972e+00 -1.628463678426012549e-03 -8.646082881147777385e-03 1.251169505850000000e+10 2.480149313260000229e+09 5.445495621743276615e+00 5.283999704609542825e+00 1.191525704343471226e+01 5.504454699840000131e-01 6.937262793799999772e-01 1.502994400363128813e+00 0.000000000000000000e+00 -6.247969906664568862e-03 -4.193559618486588682e-03
5.577626204401009424e+00 1.218307323442741335e+03 -1.762821173317494217e-02 -5.515696306850263568e-03 1.828172273249067947e+00 1.782213279033904918e+00 6.377016992790402947e-03 5.052405429770496365e-03 1.232125201020000076e+10 2.428219917769999981e+09 5.279562801465012889e+00 5.098600460567205062e+00 1.140032877026695957e+01 5.614342221520000065e-01 6.738861936140000397e-01 1.490222465571824806e+00 0.000000000000000000e+00 -1.638642528289474196e-02 -4.558024793831462300e-03
7.338850348970936466e+00 1.158131278684703830e+03 -1.454134297154502983e-03 -8.394019425305961415e-03 1.770080732754821584e+00 1.755568217004764175e+00 3.811856493955143727e-02 1.133249458418761520e-02 1.144143774639999962e+10 2.208310035219999790e+09 5.157042001315523372e+00 5.014296985015004537e+00 1.084362249280243518e+01 5.700725571139999559e-01 6.403877197220000372e-01 1.531452735259730913e+00 0.000000000000000000e+00 1.380274818332933792e-02 -5.349556583759505247e-03
9.100074493540866172e+00 1.091247728020932300e+03 1.953949026184269994e-02 -3.710559524481314708e-03 1.650744637855794172e+00 1.753639785489971681e+00 1.143742118367529065e-01 3.780272416489719595e-02 1.095345052420000076e+10 2.086808227720000029e+09 4.354715692713912567e+00 5.022271195892649587e+00 9.531132651936333744e+00 5.857277187149999564e-01 5.847446280529999818e-01 1.515425995803711290e+00 -4.280395488900000345e+01 4.166259163452996905e-02 2.559032951707826842e-03
1.086104369121513535e+01 1.013581178335854815e+03 1.000561172446306490e-01 4.041424820004343998e-03 1.544149480016461462e+00 1.698692370335711965e+00 2.966298857052344640e-01 6.876803353195833080e-02 1.016250274789999962e+10 1.902067135509999990e+09 3.809238826163949820e+00 4.675999524635528815e+00 7.943249561751267507e+00 5.939147863889999712e-01 5.245650234249999988e-01 1.517468027779373285e+00 -3.590939731059999929e+01 1.392074445706196206e-01 8.227937677435015473e-03
1.262089112254852274e+01 9.450613146241317963e+02 1.592539362339064901e-01 1.267449331545580406e-02 1.411122556348904711e+00 1.664118633011604675e+00 5.091900410223583195e-01 1.021279717101299528e-01 9.683211777170000076e+09 1.785633828869999886e+09 3.170907119201256119e+00 4.229516657047833306e+00 6.117787832547832316e+00 5.913668887230000282e-01 4.598905021640000146e-01 1.487553139350037412e+00 -2.573682825819999920e+01 2.081462618531677300e-01 1.120505214320508501e-02
1.438328802283846741e+01 9.035976479303490123e+02 2.593610656423743777e-01 2.250096189559214199e-02 1.274547349246558214e+00 1.639522312355429223e+00 7.692468973060483384e-01 9.330669677869891931e-02 9.337642400860000610e+09 1.709739599880000114e+09 2.628150238662254612e+00 3.911079083661045619e+00 4.711194605850423045e+00 5.954269862909999933e-01 4.070510537290000230e-01 1.476214708102830953e+00 -1.892689441370000125e+01 3.164993034728737498e-01 1.674520897061650138e-02
1.585178214181631695e+01 8.792993370929277717e+02 3.280694208935544531e-01 3.111111690226736615e-02 1.176603088681453357e+00 1.631542794989648160e+00 9.530796172588592574e-01 9.793891685696029525e-02 9.374648500680000305e+09 1.739422962509999990e+09 2.206334592766864500e+00 3.664811539070432556e+00 3.748209057214642037e+00 6.126974997490000074e-01 3.636300070749999835e-01 1.430636598699900119e+00 -1.427625253639999947e+01 3.935457053281134487e-01 2.319039496492287383e-02
1.804830261602909047e+01 8.061322271577963647e+02 3.927977622246316969e-01 3.257455153524243391e-02 1.071670498431227747e+00 1.623614489908167702e+00 1.111044948568460811e+00 1.057130791024275540e-01 8.624632891030000687e+09 1.589827470799999952e+09 1.854266437850158544e+00 3.448750890405506642e+00 2.756430133974394625e+00 5.779910263080000332e-01 3.366770238119999870e-01 1.409086635733491910e+00 -1.097380596770000061e+01 4.932854973808358801e-01 2.210667933104006055e-02
1.981620636926519907e+01 7.652008220890583061e+02 4.338999542021349520e-01 3.882948232534525618e-02 1.012884885421547532e+00 1.630281880183190424e+00 1.113962637499779307e+00 1.246186476691985151e-01 8.437603185710000038e+09 1.562263152289999962e+09 1.622081649222968602e+00 3.253711023264661772e+00 2.319680255327392526e+00 5.429976056059999667e-01 3.333834705290000255e-01 1.357177304353066827e+00 -8.868245655100000846e+00 5.613346388995670289e-01 2.923149948718553950e-02
